guid,dbfid,cardname,texname,texhash
VAN_EX1_559,69975,Archmage Antonidas,Antonidas_D,E411C4B9
VAN_EX1_559,69975,Archmage Antonidas,Antonidas_D_mask,06ADBD07
VAN_EX1_560,69976,Nozdormu,W14_a074_D,294FEB82
VAN_EX1_560,69976,Nozdormu,W14_a074_D_Transparent,67FCF336
VAN_EX1_560,69976,Nozdormu,W14_a074_D_Mask,C688429A
VAN_EX1_561,69977,Alexstrasza,R8_A002_D,99D5A2BA
VAN_EX1_561,69977,Alexstrasza,R8_A002_D_Mask,82FB0426
VAN_EX1_562,69978,Onyxia,ONY_STK_017_D,E4678D67
VAN_EX1_562,69978,Onyxia,metalScrap,D54E77FF
VAN_EX1_562,69978,Onyxia,ONY_STK_017_D_Mask,CA7D0FE4
VAN_EX1_563,69979,Malygos,R8_a005_D,026B03EB
VAN_EX1_563,69979,Malygos,R8_a005_D_Mask,15A8B516
VAN_EX1_564,69980,Faceless Manipulator,W16_a188_D,7FA0DBDB
VAN_EX1_564,69980,Faceless Manipulator,stringy,B1D61232
VAN_EX1_564,69980,Faceless Manipulator,W16_a188_D_Mask,911B7CFF
VAN_EX1_565,68473,Flametongue Totem,W14_a137_D,614772A7
VAN_EX1_565,68473,Flametongue Totem,W14_a137_Mask,6D3D9F41
VAN_EX1_567,69981,Doomhammer,JP_Cataclysm_Book_Cover_Final_D,E734D3D1
VAN_EX1_567,69981,Doomhammer,JP_Cataclysm_Book_Cover_Final_D_Mask,422EB8E4
VAN_EX1_570,69982,Bite,CLA-018,98461C39
VAN_EX1_570,69982,Bite,CLA-018_Tail,BA30AB38
VAN_EX1_570,69982,Bite,CLA-018_Water,EFA9BBCA
VAN_EX1_570,69982,Bite,CLA-018_Light,8C847D6F
VAN_EX1_570,69982,Bite,CLA-018_Mask,1291EAAF
VAN_EX1_571,70981,Force of Nature,W3_098_D,8874DAA8
VAN_EX1_571,70981,Force of Nature,leaves3,D08402C2
VAN_EX1_571,70981,Force of Nature,W3_098_D_Mask,468A467C
VAN_EX1_572,70980,Ysera,R8_A003_D,CA4CB63B
VAN_EX1_572,70980,Ysera,R8_A003_D_Mask,5D22EC09
VAN_EX1_573,70031,Cenarius,W17_a013_D,759655BE
VAN_EX1_573,70031,Cenarius,rainbow,E292EFA8
VAN_EX1_573,70031,Cenarius,W17_a013_D_Mask,754038E2
VAN_EX1_573a,71504,Demigod's Favor,W13_280_D,3BAFA1DD
VAN_EX1_573a,71504,Demigod's Favor,W13_280_D_Mask,4A9694E9
VAN_EX1_573b,71503,Shan'do's Lesson,W16_a032ABILITY_D,6CBFC5D1
VAN_EX1_573b,71503,Shan'do's Lesson,W16_a032ABILITY_D_Mask,9B8EA681
VAN_EX1_575,70032,Mana Tide Totem,W9_A126_D,9F1A590E
VAN_EX1_575,70032,Mana Tide Totem,comets,AE314AAD
VAN_EX1_575,70032,Mana Tide Totem,glow_ringWithCenter,34646718
VAN_EX1_575,70032,Mana Tide Totem,W9_A126_D_Mask,ABD7F4CF
VAN_EX1_577,70033,The Beast,R2_003_D,7822C5A5
VAN_EX1_577,70033,The Beast,cometsSideSparse,68AEFBE1
VAN_EX1_577,70033,The Beast,R2_003_D_Mask,469E811B
VAN_EX1_578,70034,Savagery,W18_a116_D,5B78DE11
VAN_EX1_578,70034,Savagery,comets,AE314AAD
VAN_EX1_578,70034,Savagery,W18_a116_D_Mask,154FB83F
VAN_EX1_581,68475,Sap,W7_184_D,7D737E97
VAN_EX1_581,68475,Sap,sap_stars,2C2A6287
VAN_EX1_581,68475,Sap,sap_birds,FAB46D78
VAN_EX1_581,68475,Sap,W7_184_D_mask,3697BC2C
VAN_EX1_582,68476,Dalaran Mage,W12_A088(EA)_D,B06BE403
VAN_EX1_582,68476,Dalaran Mage,W12_A088(EA)_D_Mask,CFE786B4
VAN_EX1_583,70035,Priestess of Elune,W8_130_D,848C4C95
VAN_EX1_583,70035,Priestess of Elune,Moon_Bright3,DC593FD4
VAN_EX1_583,70035,Priestess of Elune,W8_130_D_Mask,37A3482C
VAN_EX1_584,70036,Ancient Mage,W2_297_D,0EA36234
VAN_EX1_584,70036,Ancient Mage,W2_297_D_Mask,70ECBC9A
VAN_EX1_586,70037,Sea Giant,W4_097_D,A126BA5B
VAN_EX1_586,70037,Sea Giant,Wheel,26458728
VAN_EX1_586,70037,Sea Giant,W4_097_D_Mask,35B7BD3E
VAN_EX1_587,68477,Windspeaker,W9_A139_D,04116B3F
VAN_EX1_587,68477,Windspeaker,W9_A139_D_Mask,68D36DF2
VAN_EX1_590,70038,Blood Knight,W2_105_D,60ECD694
VAN_EX1_590,70038,Blood Knight,grass01,113B75D4
VAN_EX1_590,70038,Blood Knight,W2_105_D_Mask,D3DB14C0
VAN_EX1_591,70039,Auchenai Soulpriest,W13_004_D,E455748E
VAN_EX1_591,70039,Auchenai Soulpriest,W13_004_D_mask,3AB54FFB
VAN_EX1_593,68478,Nightblade,W11_061_D,7F5C304C
VAN_EX1_593,68478,Nightblade,sidelinesAndMotes,D32FD34B
VAN_EX1_593,68478,Nightblade,W11_061_D_Mask,D0193114
VAN_EX1_594,70040,Vaporize,W5_231_D,80EE5107
VAN_EX1_594,70040,Vaporize,rocks_0,7FC7C5E4
VAN_EX1_594,70040,Vaporize,W5_231_D_mask,715C0B95
VAN_EX1_595,70041,Cult Master,r5_a091_D,85BB9B19
VAN_EX1_595,70041,Cult Master,rocks_0,7FC7C5E4
VAN_EX1_595,70041,Cult Master,r5_a091_D_Mask,CCE22C83
VAN_EX1_596,70042,Demonfire,W14_a046_D,2EE37C92
VAN_EX1_596,70042,Demonfire,rocks_0,7FC7C5E4
VAN_EX1_596,70042,Demonfire,W14_a046_D_mask,C0A9FC58
VAN_EX1_597,70043,Imp Master,WOW_AWK_001_D,314532C8
VAN_EX1_597,70043,Imp Master,WOW_AWK_001_D_Mask,BB8BE8A8
VAN_EX1_598,70044,Imp,WOW_AWK_001a_D,84C2B984
VAN_EX1_598,70044,Imp,WOW_AWK_001a_D_Mask,FF814FB8
VAN_EX1_603,70045,Cruel Taskmaster,W6_196_D,DEA91211
VAN_EX1_603,70045,Cruel Taskmaster,SonicBlast,96A6802A
VAN_EX1_603,70045,Cruel Taskmaster,W6_196_D_Mask,A9E02000
VAN_EX1_604,70046,Frothing Berserker,W6_222_D,67988B8F
VAN_EX1_604,70046,Frothing Berserker,W6_222_D_Mask,2804B399
VAN_EX1_606,68479,Shield Block,WOW_MISC_021_D,ABF6C9D8
VAN_EX1_606,68479,Shield Block,arrows01,EC189C37
VAN_EX1_606,68479,Shield Block,WOW_MISC_021_D_Mask,4272F51B
VAN_EX1_607,70047,Inner Rage,W17_A197_D,05BD4A35
VAN_EX1_607,70047,Inner Rage,W17_A197_D_Mask,282C1FE0
VAN_EX1_608,70048,Sorcerer's Apprentice,W2_210_D,BC855C05
VAN_EX1_608,70048,Sorcerer's Apprentice,W2_210_D_mask,1ADDF8B5
VAN_EX1_609,70049,Snipe,W19_a276_D,9F26CF94
VAN_EX1_609,70049,Snipe,W19_a276_D_Mask,1159A9A0
VAN_EX1_610,70050,Explosive Trap,W5_185_D,AAD1E32B
VAN_EX1_610,70050,Explosive Trap,rocks_0,7FC7C5E4
VAN_EX1_610,70050,Explosive Trap,W5_185_D_Mask,DB48B4EE
VAN_EX1_611,70051,Freezing Trap,W12_a048(EA)_D,CF909E44
VAN_EX1_611,70051,Freezing Trap,W12_a048(EA)_D_Mask,71E7BC8B
VAN_EX1_612,70052,Kirin Tor Mage,W16_a110_D,4EC40AAA
VAN_EX1_612,70052,Kirin Tor Mage,ArcaneRunes,2C0F76C4
VAN_EX1_612,70052,Kirin Tor Mage,W16_a110_D_mask,BE78819B
VAN_EX1_613,70053,Edwin VanCleef,R7_a065_D,CAB2219E
VAN_EX1_613,70053,Edwin VanCleef,R7_a065_D_mask,3A604407
VAN_EX1_614,70054,Illidan Stormrage,W19_a026_D2,
VAN_EX1_614,70054,Illidan Stormrage,W19_a026_D2_Mask,
VAN_EX1_616,70055,Mana Wraith,R6_A024_D,FCBCB2ED
VAN_EX1_616,70055,Mana Wraith,R6_A024_D_Mask,EFDE1CDE
VAN_EX1_617,70056,Deadly Shot,CLA-017,1B515081
VAN_EX1_617,70056,Deadly Shot,CLA-017_Arrow,C84FC4FD
VAN_EX1_617,70056,Deadly Shot,rocksSparse2,681D6CBE
VAN_EX1_617,70056,Deadly Shot,Rocks_7,0E6066BB
VAN_EX1_617,70056,Deadly Shot,CLA-017_Mask,B50DE959
VAN_EX1_617,70056,Deadly Shot,CLA-017_Premium,48C7037D
VAN_EX1_619,70057,Equality,W14_a024_D,BA17BAFE
VAN_EX1_619,70057,Equality,W14_a024_D_mask,A5825565
VAN_EX1_620,70058,Molten Giant,W2_434_D,5BF298EB
VAN_EX1_620,70058,Molten Giant,rocksSparse2,681D6CBE
VAN_EX1_620,70058,Molten Giant,W2_434_D_Mask,0369A4F8
VAN_EX1_621,70059,Circle of Healing,W7_100_D,2789BB05
VAN_EX1_621,70059,Circle of Healing,W7_100_D_mask,198BFA93
VAN_EX1_622,68480,Shadow Word: Death,W12_A067_D,598258DC
VAN_EX1_622,68480,Shadow Word: Death,W12_A067_D_mask,958D204E
VAN_EX1_623,70060,Temple Enforcer,W3_265_D,5C23669F
VAN_EX1_623,70060,Temple Enforcer,GenFX_FlareRune,B760B2E6
VAN_EX1_623,70060,Temple Enforcer,W3_265_D_mask,0C6A3502
VAN_EX1_624,70061,Holy Fire,W2_354_D,70379647
VAN_EX1_624,70061,Holy Fire,W2_354_D_mask,439031F0
VAN_EX1_625,70062,Shadowform,WOW_CHI_027_D,8362860E
VAN_EX1_625,70062,Shadowform,WOW_CHI_027_D_mask,9AB1C075
VAN_EX1_626,70063,Mass Dispel,W16_a060_D,970C862F
VAN_EX1_626,70063,Mass Dispel,WindBump,12A32D32
VAN_EX1_626,70063,Mass Dispel,W16_a060_D_Mask,4A89C92B
VAN_EX1_finkle,70064,Pip Quickwit,W2_304_D,8DFB6874
VAN_EX1_finkle,70064,Pip Quickwit,W2_304_D_Mask,F6FD5452
VAN_EX1_tk11,70065,Spirit Wolf,W11_223_D,1680E918
VAN_EX1_tk11,70065,Spirit Wolf,W11_223_D_Mask,CC1B2587
VAN_EX1_tk28,70066,Squirrel,W2_416_D,FFA1F20C
VAN_EX1_tk28,70066,Squirrel,W2_416_D_Mask,C130E7E3
VAN_EX1_tk29,70067,Devilsaur,W14_a099_devil_D,BC025D6A
VAN_EX1_tk29,70067,Devilsaur,W14_a099_devil_D_Mask,C308512A
VAN_EX1_tk33,70069,INFERNO!,W14_a047_D,925EF713
VAN_EX1_tk33,70069,INFERNO!,W14_a047_D_mask,1FBAA796
VAN_EX1_tk34,70070,Infernal,W19_a198_D,DFFC75FE
VAN_EX1_tk34,70070,Infernal,W19_a198_D_mask,16CD213E
VAN_EX1_tk9,70071,Treant,W16_a032_D,CC4BB283
VAN_EX1_tk9,70071,Treant,W16_a032_D_Mask,59972277
VAN_EX1_tk9b,71310,Treant,W16_a032_D,CC4BB283
VAN_EX1_tk9b,71310,Treant,W16_a032_D_Mask,59972277
VAN_GAME_002,68482,Avatar of the Coin,W18_a143_D,
VAN_GAME_006,68488,NOOOOOOOOOOOO,W3_184_D,
VAN_HERO_01bp,68500,Armor Up!,w14_a208_D,
VAN_HERO_01bp2,68501,Tank Up!,Warrior_power2_D,
VAN_HERO_02bp,68502,Totemic Call,W11_138_D,CC9069B2
VAN_HERO_02bp2,68503,Totemic Slam,Shaman_power2_D,
VAN_HERO_03bp,68506,Dagger Mastery,W10_A163_D,
VAN_HERO_03bp2,68507,Poisoned Daggers,Rogue_power2_D,
VAN_HERO_04bp,68508,Reinforce,WOW_PAR_039_hp_D,
VAN_HERO_04bp2,68509,The Silver Hand,Paladin_power2_D,6C92BC2F
VAN_HERO_05bp,68510,Steady Shot,W4_080_D,9F8C5D2E
VAN_HERO_05bp2,68511,Ballista Shot,Hunter_power2_D,
VAN_HERO_06bp,68512,Shapeshift,W2_203_D,
VAN_HERO_06bp2,68513,Dire Shapeshift,Druid_power2_D,
VAN_HERO_07bp,68514,Life Tap,WOW_LEAD_053_D,
VAN_HERO_07bp,68514,Life Tap,WOW_LEAD_053_D_mask,
VAN_HERO_07bp2,68515,Soul Tap,Warlock_power2_D,BDC6C13C
VAN_HERO_08bp,68516,Fireblast,R6_a075_D,F41A5B14
VAN_HERO_08bp2,68517,Fireblast Rank 2,Mage_power2_D,
VAN_HERO_09bp,68518,Lesser Heal,WOW_TRINK_007_D,51A8E2A5
VAN_HERO_09bp2,68519,Heal,Priest_power2_D,
VAN_HERO_10bp,68521,Demon Claws,HS19-289,D47C6E4B
VAN_HERO_10bp,68521,Demon Claws,HS19-290_Mask,C601483F
VAN_HERO_10bp2,68522,Demon's Bite,HS19-290,
VAN_HERO_10bp2,68522,Demon's Bite,HS19-290_Premium,
VAN_NEW1_003,68526,Sacrificial Pact,W9_A060_D,DE9A148B
VAN_NEW1_003,68526,Sacrificial Pact,W9_A060_D_page,FF822523
VAN_NEW1_003,68526,Sacrificial Pact,W9_A060_D_mask,5B9A96A3
VAN_NEW1_004,68548,Vanish,W4_261_D,5BE16448
VAN_NEW1_004,68548,Vanish,W4_261_D_face,DC6F3329
VAN_NEW1_004,68548,Vanish,W4_261_D_outline,0F7F76D9
VAN_NEW1_004,68548,Vanish,W4_261_D_mask,932DBF43
VAN_NEW1_005,70075,Kidnapper,W6_170_D,A0304B2A
VAN_NEW1_005,70075,Kidnapper,W6_170_D_mask,DBB754C7
VAN_NEW1_007,70076,Starfall,W14_a122_D,D4D01E09
VAN_NEW1_007,70076,Starfall,W14_a122_D_Mask,71C61E62
VAN_NEW1_007a,71367,Stellar Drift,HS17-087,C3812857
VAN_NEW1_007a,71367,Stellar Drift,HS17-087_star,3581C636
VAN_NEW1_007a,71367,Stellar Drift,HS17-087_Mask,6DCA93A7
VAN_NEW1_007b,71365,Starlord,HS17-086,D2FD3D1C
VAN_NEW1_007b,71365,Starlord,HS17-086_Star,3581C636
VAN_NEW1_007b,71365,Starlord,HS17-086_Mask,7E966094
VAN_NEW1_008,70077,Ancient of Lore,Fan_Art_Entries_1287955529201_D,FAE7530D
VAN_NEW1_008,70077,Ancient of Lore,leaves3,D08402C2
VAN_NEW1_008,70077,Ancient of Lore,Fan_Art_Entries_1287955529201_D_Mask,39418303
VAN_NEW1_008a,70407,Ancient Teachings,W2_399_D,4696535B
VAN_NEW1_008a,70407,Ancient Teachings,dustAndLeaves,9A238D56
VAN_NEW1_008a,70407,Ancient Teachings,leaves3,D08402C2
VAN_NEW1_008a,70407,Ancient Teachings,W2_399_Mask,FE450DB0
VAN_NEW1_008b,71500,Ancient Secrets,W13_222_D,2CEAE094
VAN_NEW1_008b,71500,Ancient Secrets,dustAndLeaves,9A238D56
VAN_NEW1_008b,71500,Ancient Secrets,W13_222_D_Mask,3A6D6416
VAN_NEW1_009,68527,Healing Totem,W17_A170_D,EB451C1D
VAN_NEW1_009,68527,Healing Totem,W17_A170_D_Mask,B29D57A9
VAN_NEW1_010,70078,Al'Akir the Windlord,W14_a190_D,DF4919EB
VAN_NEW1_010,70078,Al'Akir the Windlord,W14_a190_D_Mask,9B4E6A07
VAN_NEW1_011,68528,Kor'kron Elite,W4_009_D,58E0E403
VAN_NEW1_011,68528,Kor'kron Elite,arrows01,EC189C37
VAN_NEW1_011,68528,Kor'kron Elite,W4_009_D_Mask,C9A1097F
VAN_NEW1_012,70079,Mana Wyrm,Mana Wyrm_D,1E846B25
VAN_NEW1_014,70080,Master of Disguise,R3_084_D,204FF731
VAN_NEW1_014,70080,Master of Disguise,leavesColor,6695F5A2
VAN_NEW1_014,70080,Master of Disguise,leavesColor,6695F5A2
VAN_NEW1_014,70080,Master of Disguise,R3_084_D_mask,ABD1995B
VAN_NEW1_016,68549,Captain's Parrot,W6_036_D,86D73556
VAN_NEW1_016,68549,Captain's Parrot,FeathersSparse,
VAN_NEW1_016,68549,Captain's Parrot,W6_036_D_Mask,7DD94389
VAN_NEW1_017,70081,Hungry Crab,W16_a043_D,87558D14
VAN_NEW1_017,70081,Hungry Crab,claw,EB57CF2E
VAN_NEW1_017,70081,Hungry Crab,claw,EB57CF2E
VAN_NEW1_017,70081,Hungry Crab,W16_a043_D_Mask,B0C2554C
VAN_NEW1_018,70082,Bloodsail Raider,W5_155_D,E66E8511
VAN_NEW1_018,70082,Bloodsail Raider,cloudsSunsetPirateShip,8DEB00CD
VAN_NEW1_018,70082,Bloodsail Raider,W5_155_D_Mask,18E1F5B5
VAN_NEW1_019,70083,Knife Juggler,w12_a081_D,936C98C3
VAN_NEW1_019,70083,Knife Juggler,knife,50601CDF
VAN_NEW1_019,70083,Knife Juggler,knifeFlipped,EC1B13D1
VAN_NEW1_019,70083,Knife Juggler,w12_a081_D_Mask,52B71451
VAN_NEW1_020,70084,Wild Pyromancer,W6_011_D,7C6C0E67
VAN_NEW1_020,70084,Wild Pyromancer,W6_011_D_Mask,C34B0F8E
VAN_NEW1_021,70085,Doomsayer,W2_209_D,3A7621AB
VAN_NEW1_021,70085,Doomsayer,cometsSide2,460ABC43
VAN_NEW1_021,70085,Doomsayer,W2_209_D_Mask,E81FDBCE
VAN_NEW1_022,70086,Dread Corsair,W2_229_D,F742B827
VAN_NEW1_022,70086,Dread Corsair,W2_229_D_Mask,6D0869E7
VAN_NEW1_023,70087,Faerie Dragon,faerieDragon_D,B6C70DD4
VAN_NEW1_024,70088,Captain Greenskin,W8_131_D,28441973
VAN_NEW1_024,70088,Captain Greenskin,rockWind1,25F48F75
VAN_NEW1_024,70088,Captain Greenskin,W8_131_D_Mask,F07FCB67
VAN_NEW1_025,70089,Bloodsail Corsair,W4_237_D,B45F267B
VAN_NEW1_025,70089,Bloodsail Corsair,W4_237_D_Mask,7565B652
VAN_NEW1_026,70090,Violet Teacher,W7_064_D,787F17F8
VAN_NEW1_026,70090,Violet Teacher,W7_064_D_Mask,DA063554
VAN_NEW1_026t,71308,Violet Apprentice,WOW_EQU_050_D,2A77BBE2
VAN_NEW1_026t,71308,Violet Apprentice,WOW_EQU_050_D_Mask,A7A915CA
VAN_NEW1_027,70091,Southsea Captain,WOW_ALYN_001_D,3D028CE8
VAN_NEW1_027,70091,Southsea Captain,Wheel2,3172A35A
VAN_NEW1_027,70091,Southsea Captain,WOW_ALYN_001_D_Mask,2A9F221B
VAN_NEW1_029,70092,Millhouse Manastorm,W5_215a_D,A7DC6225
VAN_NEW1_029,70092,Millhouse Manastorm,W5_215a_D_Mask,E54F681E
VAN_NEW1_030,70093,Deathwing,Deathwing_genius_final_add_D,E5673D1F
VAN_NEW1_030,70093,Deathwing,Deathwing_genius_final_add_D_Mask,067702F5
VAN_NEW1_031,68529,Animal Companion,W21_A114_D,16ADAB84
VAN_NEW1_031,68529,Animal Companion,W21_A114_D_Mask,340D17F8
VAN_NEW1_032,68530,Misha,MishaToken_D,E354FE28
VAN_NEW1_032,68530,Misha,linen,70A9977E
VAN_NEW1_032,68530,Misha,MishaToken_D_Mask,B841B1A8
VAN_NEW1_033,68531,Leokk,W4_138_D,1DD92F2D
VAN_NEW1_033,68531,Leokk,SonicBlast,96A6802A
VAN_NEW1_033,68531,Leokk,rocks_0,7FC7C5E4
VAN_NEW1_033,68531,Leokk,W4_138_D_Mask,2A47580B
VAN_NEW1_034,68533,Huffer,W19_a206_D,30D253C1
VAN_NEW1_034,68533,Huffer,W19_a206_D_Mask,0C59CD84
VAN_NEW1_036,70094,Commanding Shout,W2_414_D,AF61B007
VAN_NEW1_036,70094,Commanding Shout,SonicBlast,96A6802A
VAN_NEW1_036,70094,Commanding Shout,W2_414_D_Mask,2CFFBE62
VAN_NEW1_037,70095,Master Swordsmith,W6_047_D,DF04B02A
VAN_NEW1_037,70095,Master Swordsmith,W6_047_D_mask_Mask,AA75BA78
VAN_NEW1_038,70096,Gruul,W17_a162_D,A41A1DFE
VAN_NEW1_038,70096,Gruul,W17_a162_D_Mask,87AD01C6
VAN_NEW1_040,70097,Hogger,W17_a071_D,529898CC
VAN_NEW1_040,70097,Hogger,W17_a071_D_Mask,F447CE24
VAN_NEW1_041,70098,Stampeding Kodo,W8_135_D,6BF12442
VAN_NEW1_041,70098,Stampeding Kodo,rocks_0,7FC7C5E4
VAN_NEW1_041,70098,Stampeding Kodo,W8_135_D_mask,14F1FC82
VAN_PRO_001,68550,Elite Tauren Chieftain,ETC_D,18EDA04B
VAN_PRO_001c,74754,Power of the Horde,horde_D,9A546B38
VAN_PRO_001c,74754,Power of the Horde,horde_D_Mask,325372F6
VAN_TU4e_002t,70500,Flame of Azzinoth,R4_050_Da,
VAN_TU4e_002t,70500,Flame of Azzinoth,R4_050_Da_Mask,
VAN_skele21,70099,Damaged Golem,R7_a009_D,0A5AA19D
VAN_skele21,70099,Damaged Golem,R7_a009_D_Mask,00786761
VAN_tt_004,70101,Flesheating Ghoul,DKPR_A027(final)_D,209C03E9
VAN_tt_004,70101,Flesheating Ghoul,DKPR_A027(final)_D_Mask,82B45877
VAN_tt_010,70102,Spellbender,W9_A039_D,44C0E921
VAN_tt_010,70102,Spellbender,W9_A039_D_mask,8648E50E
VAN_tt_010a,71307,Spellbender,W9_A039a_D,5BBD6E0D
VAN_tt_010a,71307,Spellbender,W9_A039a_D_mask,984DCFC6
WC_003,63264,Sigil of Summoning,HS22-196_S,2D56F58B
WC_003,63264,Sigil of Summoning,HS22-196_S_Glow,C643831D
WC_003,63264,Sigil of Summoning,HS22-196_S_Ring,68726B14
WC_003,63264,Sigil of Summoning,HS22-196_S_Mask,95D249A3
WC_003,63264,Sigil of Summoning,HS22-196_S_Premium,034A903B
WC_003t,63500,Wailing Demon,HS22-197_M,
WC_003t,63500,Wailing Demon,HS22-197_M_Part,
WC_003t,63500,Wailing Demon,HS22-197_M_Glow,
WC_003t,63500,Wailing Demon,HS22-197_M_Mask,
WC_003t,63500,Wailing Demon,HS22-197_M_Premium,
WC_004,63329,Fangbound Druid,HS22-198_M,427F0E6E
WC_004,63329,Fangbound Druid,glow_ringWithComet,EB387490
WC_004,63329,Fangbound Druid,HS22-198_M_Mask,674CF8A1
WC_004,63329,Fangbound Druid,HS22-198_M_Premium,5B53ED2E
WC_005,63331,Primal Dungeoneer,HS22-218_M,247D0204
WC_005,63331,Primal Dungeoneer,HS22-218_M_Glow,03A85121
WC_005,63331,Primal Dungeoneer,HS22-218_M_FlowMap01,
WC_005,63331,Primal Dungeoneer,HS22-218_M_Line,D60DD7B7
WC_005,63331,Primal Dungeoneer,HS22-218_M_leavesSparse,A2EB7714
WC_005,63331,Primal Dungeoneer,HS22-218_M_Mask,60E71F8F
WC_005,63331,Primal Dungeoneer,HS22-218_M_Premium,2E57BF89
WC_006,63332,Lady Anacondra,HS22-201_M,038C1026
WC_006,63332,Lady Anacondra,HS22-201_M_Hair,652847E6
WC_006,63332,Lady Anacondra,HS22-201_M_Electric,3B97998B
WC_006,63332,Lady Anacondra,HS22-201_M_Mask,4BF9C076
WC_006,63332,Lady Anacondra,HS22-201_M_Premium,087B13BA
WC_007,63334,Serpentbloom,HS22-202_S,2506053F
WC_007,63334,Serpentbloom,HS22-202_S_FlowMap,
WC_007,63334,Serpentbloom,HS22-202_S_Eye,E42B1E03
WC_007,63334,Serpentbloom,HS22-202_S_Body,6CEEB82D
WC_007,63334,Serpentbloom,HS22-176_S_Sparks,C8A17A6A
WC_007,63334,Serpentbloom,HS22-202_S_Mask,80DE8543
WC_007,63334,Serpentbloom,HS22-202_S_Premium,4431AE1F
WC_008,63335,Sin'dorei Scentfinder,HS22-203_M,6FFB99C9
WC_008,63335,Sin'dorei Scentfinder,HS22-203_M_FlowMap,
WC_008,63335,Sin'dorei Scentfinder,FX_water_drop_drool_por_stream_moat_lurker,
WC_008,63335,Sin'dorei Scentfinder,HS22-203_M_Arrow,62BCCF6F
WC_008,63335,Sin'dorei Scentfinder,HS22-203_M_Mask,EC23CF8D
WC_008,63335,Sin'dorei Scentfinder,HS22-203_M_Premium,26254D31
WC_013,63346,Devout Dungeoneer,HS22-211_M,B9E596CD
WC_013,63346,Devout Dungeoneer,HS22-211_M_Mask,DC972C28
WC_014,63347,Against All Odds,HS22-212_S,F0DC787F
WC_014,63347,Against All Odds,HS22-212_S_FlowMap_2,
WC_014,63347,Against All Odds,HS22-212_S_Light,1B0C4920
WC_014,63347,Against All Odds,HS22-212_S_FlowMap_1,
WC_014,63347,Against All Odds,HS22-212_S_Snakes,99B706DB
WC_014,63347,Against All Odds,HS22-212_S_Glow,A5209A47
WC_014,63347,Against All Odds,HS22-212_S_Mask,6E2F0791
WC_014,63347,Against All Odds,HS22-212_S_Premium,273C1054
WC_015,63357,Water Moccasin,HS22-214_M,9553AA31
WC_015,63357,Water Moccasin,HS22-214_M_Body,D72A5088
WC_015,63357,Water Moccasin,HS22-214_M_Flowmap,
WC_015,63357,Water Moccasin,HS22-214_M_Head,84C8BAE3
WC_015,63357,Water Moccasin,HS22-214_M_Flowmap,
WC_015,63357,Water Moccasin,HS22-214_M_Mask,4BCE9668
WC_015,63357,Water Moccasin,HS22-214_M_Premium,68ECE9D8
WC_016,63358,Shroud of Concealment,HS22-215_S,745B9CAD
WC_016,63358,Shroud of Concealment,HS22-215_S_Hair,70CF0BB4
WC_016,63358,Shroud of Concealment,HS22-215_S_FlowMap,
WC_016,63358,Shroud of Concealment,HS22-215_S_Mask,8C20D6CD
WC_016,63358,Shroud of Concealment,HS22-215_S_Premium,3566F182
WC_017,63359,Savory Deviate Delight,HS22-216_S,6F035860
WC_017,63359,Savory Deviate Delight,HS22-216_S_Motes,039F2864
WC_017,63359,Savory Deviate Delight,HS22-216_S_White_Alpha,69B9C098
WC_017,63359,Savory Deviate Delight,HS22-216_S_Mask,944CEEA1
WC_017,63359,Savory Deviate Delight,HS22-216_S_Premium,D5774561
WC_020,63098,Perpetual Flame,HS22-219_S,B433A992
WC_020,63098,Perpetual Flame,HS22-219_S_Flowmap_2,
WC_020,63098,Perpetual Flame,HS22-219_S_Sphere,0BD91A70
WC_020,63098,Perpetual Flame,HS22-219_S_Flowmap_2,
WC_020,63098,Perpetual Flame,HS22-219_S_Flowmap_1,
WC_020,63098,Perpetual Flame,HS22-219_S_Mask,46A35516
WC_021,63368,Unstable Shadow Blast,HS22-220_S,F6D935FA
WC_021,63368,Unstable Shadow Blast,HS22-220_S_Feather,3E585BFA
WC_021,63368,Unstable Shadow Blast,HS22-220_S_Skull,6ACB044A
WC_021,63368,Unstable Shadow Blast,HS22-220_S_Mask,0EC6F2EF
WC_021,63368,Unstable Shadow Blast,HS22-220_S_Premium,3198331C
WC_022,63369,Final Gasp,HS22-221_S,42AFE426
WC_022,63369,Final Gasp,HS22-221_S_Ghost,4E2F7B2D
WC_022,63369,Final Gasp,HS22-221_S_Glow,6048379E
WC_022,63369,Final Gasp,HS22-221_S_Mask,D799D7AB
WC_022,63369,Final Gasp,HS22-221_S_Premium,818A5F0E
WC_023,63370,Stealer of Souls,HS22-222_M,704975E3
WC_023,63370,Stealer of Souls,HS22-222_M_Hand,4F5E40F9
WC_023,63370,Stealer of Souls,HS22-222_M_Mask,98AD1993
WC_023,63370,Stealer of Souls,HS22-222_M_Premium,41626AEF
WC_024,63373,Man-at-Arms,HS22-223_M,1A1A0250
WC_024,63373,Man-at-Arms,HS22-223_M_Glean,930D7A5F
WC_024,63373,Man-at-Arms,HS22-223_M_Flowmap,
WC_024,63373,Man-at-Arms,HS22-223_M_Weapon,2B424B98
WC_024,63373,Man-at-Arms,HS22-223_M_Mask,0B748EB8
WC_024,63373,Man-at-Arms,HS22-223_M_Premium,B9F2F4CF
WC_025,63374,Whetstone Hatchet,HS22-224_W,01706D78
