guid,dbfid,cardname
ULDA_304,57013,Staff of Renewal
ULDA_305,57012,Elise's Machete
ULDA_306,57014,Stolen Titan Secrets
ULDA_307,57018,Bauble of Beetles
ULDA_307ts,57984,Bauble of Beetles
ULDA_401,57608,Ol' Faithful
ULDA_402,57603,Brann's Saddle
ULDA_402d,58218,Brann's Saddle Dummy Effect
ULDA_402e,58048,Saddled Up!
ULDA_403,58002,Ancient Reflections
ULDA_403e,58003,Titan Hologram
ULDA_404,57606,Titan-Forged Grapnel
ULDA_405,57601,Brann's Epic Egg
ULDA_406,57599,Murky's Battle Horn
ULDA_406d,58011,Murky's Dummy Horn
ULDA_406e,58009,To Mrrgl!
ULDA_406e2,58010,Murky's Battle Horn Player Enchantment
ULDA_407,58004,Tracking Device
ULDA_501,57598,"Maxwell, Mighty Steed"
ULDA_502,57600,Finley's Pith Helmet
ULDA_502e,58055,Desert Explorer
ULDA_503,58005,Advanced Targeting Monocle
ULDA_504,58161,Tea Time
ULDA_505,57602,Truesilver Lance
ULDA_505e,58056,Mighty!
ULDA_507,57595,Karl the Lost
ULDA_508,57851,Robes of Diminishing
ULDA_508e,57852,Fleeting Knowledge Player Enchantment
ULDA_508e2,57854,Fleeting Knowledge
ULDA_601,58167,Hiring Replacements
ULDA_602,58166,Study Break
ULDA_603,58165,Friendly Smith
ULDA_603e,58173,Friendly Upgrade
ULDA_604,58164,Party of Four
ULDA_605,58163,Fast Food
ULDA_605e,58174,Satiated
ULDA_606,58160,"Work, Work!"
ULDA_606e,59638,"Work, Work!"
ULDA_607,58159,House Special
ULDA_608,58158,Do the Math
ULDA_701e2,58775,Hosting Murloc
ULDA_702,58776,Anomaly - Loot-Filled
ULDA_702d,58991,Loot-Filled Dummy
ULDA_702e,58777,Anomaly - Loot-Filled Player Enchantment
ULDA_703e2,58781,Possessive Spirit
ULDA_705,58800,Anomaly - Booms Away
ULDA_705d,58990,Boommaster Dummy
ULDA_705e,58801,Anomaly - Booms Away Player Enchantment
ULDA_706,58803,Anomaly - No-Face
ULDA_706e,58804,Anomaly - No-Face Player Enchantment
ULDA_707,58807,Anomaly - Eternal Army
ULDA_707d,58989,Eternal Army Dummy
ULDA_707e,58808,Anomaly - Eternal Army Player Enchantment
ULDA_708,58820,Anomaly - Dizzying Blows
ULDA_708d,58988,Dizzying Blows Dummy
ULDA_708e,58821,Anomaly - Dizzying Blows Player Enchantment
ULDA_708e2,59528,Dizzying Blows Card Enchantment
ULDA_709,58826,Anomaly - Angelic Presence
ULDA_709e,58827,Anomaly - Angelic Presence Player Enchantment
ULDA_709e2,58917,Angelic Presence
ULDA_710,58839,Anomaly - CHARGE!
ULDA_710e,58840,Anomaly - CHARGE! Player Enchantment
ULDA_710e2,59532,Charge!!!
ULDA_711,58846,Anomaly - Relentless
ULDA_711e,58847,Anomaly - Relentless Player Enchantment
ULDA_711e2,58918,Windfurious
ULDA_712,58850,Anomaly - Holograms
ULDA_712d,58987,Holograms Dummy
ULDA_712e,58852,Anomaly - Holograms Player Enchantment
ULDA_713,58856,Anomaly - Whirling Winds
ULDA_713d,58986,Whirling Winds Dummy
ULDA_713e,58857,Anomaly - Whirling Winds Player Enchantment
ULDA_714,58859,Anomaly - In the Face
ULDA_714e,58860,Anomaly - In the Face Player Enchantment
ULDA_715,58864,Anomaly - Bountiful
ULDA_719,58884,Anomaly - Marin's Return
ULDA_720,58929,Anomaly - Battle Scars
ULDA_721,58889,Anomaly - Aleatory
ULDA_721d,58985,Aleatory Dummy
ULDA_724,58899,Anomaly - Spellshields
ULDA_724d,58984,Spellshields Dummy
ULDA_724e,58900,Anomaly - Spellshields Player Enchantment
ULDA_729,58930,Anomaly - Multiclassing
ULDA_801,56138,Twist - Plague of Murlocs
ULDA_801d,58548,Twist - Plague of Murlocs Dummy
ULDA_801e,56151,Murloc Twist Player Enchantment
ULDA_801t,58544,Surprise! Murlocs!
ULDA_802,56143,Twist - Plague of Madness
ULDA_802e,57572,Madness Twist Player Enchant
ULDA_803,56155,Twist - Plague of Wrath
ULDA_803d,58567,Retaliation Dummy
ULDA_803e,56156,Wrath Twist Player Enchantment
ULDA_803e2,57809,Rage
ULDA_804,56205,Twist - Plague of Death
ULDA_804t,56206,Eternal Tomb
ULDA_900,58783,Elise Random Deck
ULDA_901,58784,Reno Random Deck
ULDA_902,58785,Finley Random Deck
ULDA_903,58786,Brann Random Deck
ULDA_911,59227,Kindle
ULDA_912,59229,Recruit
ULDA_999e,57481,AI Play Control
ULDA_BOSS_01e,57707,Power of the Boom
ULDA_BOSS_01ex,59043,Power of the Boom
ULDA_BOSS_01h,57084,Waste Wanderer Cardish
ULDA_BOSS_01p,57085,Boom Bullets
ULDA_BOSS_01px,59042,Boom Bullets
ULDA_BOSS_02h,57087,Dark Ritualist Zafarr
ULDA_BOSS_02p,57086,Mummy Ritual
ULDA_BOSS_02px,59044,Mummy Ritual
ULDA_BOSS_03e,57090,E.V.I.L. Promotion
ULDA_BOSS_03h,57088,Vera Ridley
ULDA_BOSS_03p,57089,E.V.I.L. Promotion
ULDA_BOSS_04h,57092,Nash the Greatworm
ULDA_BOSS_04p,57091,Belch
ULDA_BOSS_04px,59045,Belch
ULDA_BOSS_05e,57095,Venomous Stinger
ULDA_BOSS_05h,57093,Glack the Scorpid
ULDA_BOSS_05p,57094,Venomous Stinger
ULDA_BOSS_06h,57099,Mister Chu
ULDA_BOSS_06p,57098,"""Confiscated"" Goods"
ULDA_BOSS_07e,57708,Essense of the Rat
ULDA_BOSS_07h,57102,Squeamlish
ULDA_BOSS_07p,57103,Druid of the Rat
ULDA_BOSS_08h,57573,Sinkhole
ULDA_BOSS_08p,57574,Sand Surge
ULDA_BOSS_08px,59046,Sand Surge
ULDA_BOSS_09h,57104,Demolisher 3V-11
ULDA_BOSS_09p,57105,Armor Repairs
ULDA_BOSS_10h,57106,Terraviss
ULDA_BOSS_10p,57107,Well Equipped
ULDA_BOSS_11h,57313,R.O.B.O.L.D.
ULDA_BOSS_11p,57223,Unstable Weaponry
ULDA_BOSS_12e,57426,Bricked
ULDA_BOSS_12h,57315,Pyramad
ULDA_BOSS_12p,57228,Brick by Brick
ULDA_BOSS_12px,59047,Brick by Brick
ULDA_BOSS_13e,59419,Incredibly Deadly
ULDA_BOSS_13h,57317,Snakeflinger Scalesnout
ULDA_BOSS_13p,57229,Snakeshot
ULDA_BOSS_14e,58913,Weapon Shuffle Tracker
ULDA_BOSS_14h,57318,Sword Dancer Sirinell
ULDA_BOSS_14p,57230,Sword Dance
ULDA_BOSS_15e,57461,Puffer Rush
ULDA_BOSS_15h,57319,Lt. Herring
ULDA_BOSS_15p,57231,Puffertrooper
ULDA_BOSS_15px,59048,Puffertrooper
ULDA_BOSS_16e,57462,Wrapped Up
ULDA_BOSS_16h,57320,Battrund
ULDA_BOSS_16p,57232,Under Wraps
ULDA_BOSS_17e,57463,The Cursed
ULDA_BOSS_17h,57321,Ichabod the Cursed
ULDA_BOSS_17p,57233,Spreading the Curse
ULDA_BOSS_17px,59049,Spreading the Curse
ULDA_BOSS_18e,57464,The Plagued
ULDA_BOSS_18h,57322,Twizzleflux
ULDA_BOSS_18p,57234,Plagued Horde
ULDA_BOSS_18px,59050,Plagued Horde
ULDA_BOSS_19h,57323,Sothis
ULDA_BOSS_19p,57237,Titan Ritual
ULDA_BOSS_19px,59398,Titan Ritual
ULDA_BOSS_20h,57324,Kham
ULDA_BOSS_20p,57238,Spectral Swordsman
ULDA_BOSS_21e,57465,Struck Claim
ULDA_BOSS_21h,57325,Illidara Sunsdawn
ULDA_BOSS_21p,57239,Staking A Claim
ULDA_BOSS_22h,57344,Colossus of the Sun
ULDA_BOSS_22p,57240,Power of Wrath
ULDA_BOSS_22px,59051,Power of Wrath
ULDA_BOSS_23e,57466,Hatching
ULDA_BOSS_23h,57345,Skarik
ULDA_BOSS_23p,57241,Hatching Time
ULDA_BOSS_24h,57346,Suspicious Palm Tree
ULDA_BOSS_24p,57242,Corrupted Oasis
ULDA_BOSS_24px,59052,Corrupted Oasis
ULDA_BOSS_25h,57347,Beetle Herder Zenda
ULDA_BOSS_25p,57243,Beetle Stampede
ULDA_BOSS_26h,57348,Thudd Lockspring
ULDA_BOSS_26p,57244,Gatling Wand
ULDA_BOSS_27e,59053,Discounted Loot
ULDA_BOSS_27h,57349,Ol' Toomba
ULDA_BOSS_27p,57245,"""Retired"" Treasure Hunter"
ULDA_BOSS_27px,59054,"""Retired"" Treasure Hunter"
ULDA_BOSS_28h,57350,Sazin
ULDA_BOSS_28p,57246,Mighty Windstorm
ULDA_BOSS_29h,57351,Ozara
ULDA_BOSS_29p,57247,Mother of Sand
ULDA_BOSS_30h,57352,Ermavar
ULDA_BOSS_30p,57248,Fireshaper
ULDA_BOSS_31e1,57509,Necklace of Power
ULDA_BOSS_31h,57353,Pillager Drasar
ULDA_BOSS_31p,57249,Pillaged Relics
ULDA_BOSS_31px,59055,Pillaged Relics
ULDA_BOSS_32h,57354,Edra
ULDA_BOSS_32p,57251,Whispering Sentinel
ULDA_BOSS_33h,57355,Runaway Ruby
ULDA_BOSS_33p,57253,Out of Control
ULDA_BOSS_34h,57356,Dovo Fastfuse
ULDA_BOSS_34p,57255,Tomb Boomin'
ULDA_BOSS_35h,57357,Earthrager Ptah
ULDA_BOSS_35p,57257,Vengeful Construct
ULDA_BOSS_36e,57514,Madness
ULDA_BOSS_36ex,59057,Madness
ULDA_BOSS_36h,57358,Kasa Softspeaker
ULDA_BOSS_36p,57258,Madness Incarnate
ULDA_BOSS_36px,59056,Madness Incarnate
ULDA_BOSS_37h,57359,"Xatma, Plague Lord of Death"
ULDA_BOSS_37h2,59350,"Xatma, Plague Lord of Death"
ULDA_BOSS_37h3,59351,"Xatma, Plague Lord of Death"
ULDA_BOSS_37p1,57259,Foreboding Fate
ULDA_BOSS_37p2,57260,Death's Embrace
ULDA_BOSS_37p3,57262,Death's Gaze
ULDA_BOSS_37px3,59058,Death's Gaze
ULDA_BOSS_37t,57482,Untimely Demise
ULDA_BOSS_38h,57360,"K'zrath, Plague Lord of Madness"
ULDA_BOSS_38h2,59352,"K'zrath, Plague Lord of Madness"
ULDA_BOSS_38h3,59353,"K'zrath, Plague Lord of Madness"
ULDA_BOSS_38p1,57263,Evoke Panic
ULDA_BOSS_38p2,57264,Systematic Betrayal
ULDA_BOSS_38p2e1,57519,Chosen Betrayer
ULDA_BOSS_38p2e2,57518,Was Enemy Minion Marker
ULDA_BOSS_38p2e3,57517,Was Allied Minion Marker
ULDA_BOSS_38p3,57265,Murmurs of Mortality
ULDA_BOSS_38px1,59264,Evoke Panic
ULDA_BOSS_38px3,59265,Murmurs of Mortality
ULDA_BOSS_39h,56176,"Vesh, Plague Lord of Murlocs"
ULDA_BOSS_39h2,59354,"Vesh, Plague Lord of Murlocs"
ULDA_BOSS_39h3,59355,"Vesh, Plague Lord of Murlocs"
ULDA_BOSS_39m,56180,Scaly Golem
ULDA_BOSS_39me,56181,Earthen Enchantment
ULDA_BOSS_39p1,56177,Made of Murlocs
ULDA_BOSS_39p2,56178,Ashes Anew
ULDA_BOSS_39p3,56179,Mur-nado
ULDA_BOSS_39px2,59059,Ashes Anew
ULDA_BOSS_39px3,59060,Mur-nado
ULDA_BOSS_40h,57361,"Icarax, Plague Lord of Wrath"
ULDA_BOSS_40h2,59356,"Icarax, Plague Lord of Wrath"
ULDA_BOSS_40h3,59357,"Icarax, Plague Lord of Wrath"
ULDA_BOSS_40p1,57266,Commanding Scream
ULDA_BOSS_40p1e1,57579,Commanding Scream
ULDA_BOSS_40p2,57268,Wrath Smash
ULDA_BOSS_40p3,57269,Hand of Defiance
ULDA_BOSS_40p3e,58498,Hand of Defiance
ULDA_BOSS_40px2,59090,Wrath Smash
ULDA_BOSS_41h,57363,Alda Petrik
ULDA_BOSS_41p,57270,Running Wild
ULDA_BOSS_41px,59061,Running Wild
ULDA_BOSS_42d,58565,Sand Shapin Dummy
ULDA_BOSS_42e,57524,Sand Rush
ULDA_BOSS_42e2,57527,Sand Rush Player Enchantment
ULDA_BOSS_42e3,57618,Sandy Speed
ULDA_BOSS_42h,57364,Sandshaper Rhogi
ULDA_BOSS_42p,57271,Sand Shapin'
ULDA_BOSS_42px,59062,Sand Shapin'
ULDA_BOSS_43e1,57530,Spoiled
ULDA_BOSS_43h,57365,Jolene Knottley
ULDA_BOSS_43p,57272,Spoil the Ending
ULDA_BOSS_43px,59063,Spoil the Ending
ULDA_BOSS_44h,57366,Trap Room
ULDA_BOSS_44p,57273,Tricks and Traps
ULDA_BOSS_44px,59064,Tricks and Traps
ULDA_BOSS_45h,57367,Belloc Brightblade
ULDA_BOSS_45p,57274,Reliquary's Relics
ULDA_BOSS_46h,57368,Wildtooth
ULDA_BOSS_46p,57275,Maw of the Desert
ULDA_BOSS_47e,57531,Minion in a Jar
ULDA_BOSS_47h,57369,Totally Normal Jar
ULDA_BOSS_47p,57276,What's in the Jar?
ULDA_BOSS_48h,57370,Ilza Grimdrum
ULDA_BOSS_48p,57277,Arena Expert
ULDA_BOSS_49h,57371,Craz
ULDA_BOSS_49p,57278,Demon Emissary
ULDA_BOSS_49px,59065,Demon Emissary
ULDA_BOSS_50h,57372,Ol' Barkeye
ULDA_BOSS_50p,57279,Desert Warfare
ULDA_BOSS_51h,57373,Kasmut
ULDA_BOSS_51p,57280,Tol'vir Necromancy
ULDA_BOSS_52h,57374,Lich Baz'hial
ULDA_BOSS_52p1,57281,Lich's Phylactery
ULDA_BOSS_52p2,57282,Broken Phylactery
ULDA_BOSS_53h,57375,Taskmaster Maru
ULDA_BOSS_53p,57283,E.V.I.L. Conscription
ULDA_BOSS_53px,59066,E.V.I.L. Conscription
ULDA_BOSS_54e,57541,E.V.I.L. Charge
ULDA_BOSS_54h,57376,Janak
ULDA_BOSS_54p,57284,Cavalry of E.V.I.L.
ULDA_BOSS_55h,57377,Water-Toting Murlocs
ULDA_BOSS_55p,57286,Fish Food
ULDA_BOSS_56e,57542,Shrouded in Sand
ULDA_BOSS_56h,57378,Sand Puffer Frog
ULDA_BOSS_56p,57287,Sandy Surprise
ULDA_BOSS_57e,57543,Titanic Fortitude
ULDA_BOSS_57h,57379,Winged Guardian
ULDA_BOSS_57p,57288,Titan's Beast
ULDA_BOSS_57px,59067,Titan's Beast
ULDA_BOSS_58e,59654,Spell Power Remover
ULDA_BOSS_58h,57380,Jythiros of Questions
ULDA_BOSS_58p,57289,Riddle of the Sphinx
ULDA_BOSS_59h,57381,Dire Bat
ULDA_BOSS_59p,57290,Food Chain
ULDA_BOSS_59px,59068,Food Chain
ULDA_BOSS_60h,57382,Zaraam
ULDA_BOSS_60p,57291,Forbidden Power
ULDA_BOSS_60px,59069,Forbidden Power
ULDA_BOSS_61h,57383,Kyriss
ULDA_BOSS_61p,57292,Chain Lightning
ULDA_BOSS_61px,59070,Chain Lightning
ULDA_BOSS_62h,56207,A Beautiful Oasis
ULDA_BOSS_62p,56208,Mirage
ULDA_BOSS_63h,57384,Vessina
ULDA_BOSS_63p,57293,Plaguebringer
ULDA_BOSS_65h,57386,Thrud
ULDA_BOSS_65p,57295,Ogre-Sized Thief
ULDA_BOSS_65px,59072,Ogre-Sized Thief
ULDA_BOSS_66h,57387,Siamat
ULDA_BOSS_66p,57296,Masterful Djinn
ULDA_BOSS_66px,59073,Lord of the South Wind
ULDA_BOSS_67d,59360,Tekhan Shuffle Dummy
ULDA_BOSS_67e2,57630,Tekahn Swap Hero Enchantment
ULDA_BOSS_67e3,59423,Tekahn Treasure Pity Timer
ULDA_BOSS_67h,57388,"Tekahn, Plague Lord of Flame"
ULDA_BOSS_67p1,57297,Awaken the Flame
ULDA_BOSS_67p2,57298,Curse of Flame
ULDA_BOSS_67p2e,57796,Curse of Flame
ULDA_BOSS_67p3,57300,Soul Pyre
ULDA_BOSS_67t,59612,The Final Plague?!
ULDA_BOSS_68h,57389,Weaponized Wasp
ULDA_BOSS_68p,57301,"""Upgraded"" Fauna"
ULDA_BOSS_69h,57390,Isiset
ULDA_BOSS_69p,57302,Mistress of Magic
ULDA_BOSS_70e,57552,Sunshine
ULDA_BOSS_70h,57391,Rajh
ULDA_BOSS_70p,57303,Lord of the Sun
ULDA_BOSS_70px,59074,Lord of the Sun
ULDA_BOSS_71e,56209,Cost + 1 This Turn Only
ULDA_BOSS_71h,57392,Ammunae
ULDA_BOSS_71p,57304,Lord of Life
ULDA_BOSS_71px,59075,Lord of Life
ULDA_BOSS_72e,63097,Cursed!
ULDA_BOSS_72ex,59077,Cursed!
ULDA_BOSS_72h,57393,Setesh
ULDA_BOSS_72p,57305,Lord of Destruction
ULDA_BOSS_73e,57710,Sonic Boom
ULDA_BOSS_73h,57394,General Husam
ULDA_BOSS_73p,57306,Shockwave
ULDA_BOSS_74h,57395,High Prophet Barim
ULDA_BOSS_74p,57307,Burst of Light
ULDA_BOSS_74px,59078,Burst of Light
ULDA_BOSS_75h,57396,Avozu
ULDA_BOSS_75p,57308,Hunt the Weak
ULDA_BOSS_75px,59079,Hunt the Weak
ULDA_BOSS_76h,57397,Tarkus
ULDA_BOSS_76p,57309,Noble Champion
ULDA_BOSS_76px,59081,Noble Champion
ULDA_BOSS_77e,57570,Strong Jaw
ULDA_BOSS_77h,57398,Gorebite
ULDA_BOSS_77p,57310,Snapping Jaw
ULDA_BOSS_77px,59082,Snapping Jaw
ULDA_BOSS_78h,57399,Octosari
ULDA_BOSS_78p,57311,Massive Tentacles
ULDA_BOSS_79e,57571,Auto Piloted
ULDA_BOSS_79h,57400,Armadillobot
ULDA_BOSS_79p,57312,"Mech ""Pilot"""
ULDA_BOSS_99h,57857,Bazaar Bob
ULDA_Brann,57583,Brann Bronzebeard
ULDA_Brann_01,58119,Wee Minions
ULDA_Brann_02,58120,Swarming Beasts
ULDA_Brann_03,58121,Big Beasties
ULDA_Brann_04,58122,Legendary
ULDA_Brann_05,58123,Dragons
ULDA_Brann_06,58124,Protectors
ULDA_Brann_07,58125,Rust Buckets
ULDA_Brann_08,58126,Deathrattle
ULDA_Brann_09,58127,Combat Ready
ULDA_Brann_10,58128,Pain Gains
ULDA_Brann_11,58129,Keep Swingin'
ULDA_Brann_12,58130,Armor Up!
ULDA_Brann_13,58131,Direct Hit
ULDA_Brann_14,58132,Take 'Em Down
ULDA_Brann_15,58133,Callin' Fer Help
ULDA_Brann_16,58134,Pump It Up!
ULDA_Brann_17,58135,Draw
ULDA_Brann_18,58136,Bombs Away!
ULDA_Brann_19,58137,Tricky Traps
ULDA_Brann_20,58733,Discover
ULDA_Brann_21,58734,Dino Tamin'
ULDA_Brann_22,58735,Dire Rush
ULDA_Brann_HP1,57643,Spread Shot
ULDA_Brann_HP2,57644,Well Equipped
ULDA_Brann_HP3,57645,Dino Tracking
ULDA_Brann_HPe,58563,Brann Hero Power Watcher
ULDA_Brann_PDWatcher,58941,Brann Plague Damage Watcher
ULDA_Elise,57582,Elise Starseeker
ULDA_Elise_01,56606,Old God
ULDA_Elise_02,56607,Big Minions
ULDA_Elise_03,56608,Resurrection
ULDA_Elise_04,56609,Embrace the Beyond
ULDA_Elise_05,56610,Dragons!
ULDA_Elise_06,56611,Copy Minions
ULDA_Elise_07,56612,Miniature Army
ULDA_Elise_08,56613,Let's Taunt
ULDA_Elise_09,56614,Legends
ULDA_Elise_10,56615,Silence Yourself
ULDA_Elise_11,56616,Buff
ULDA_Elise_12,56617,Inspiring Minions
ULDA_Elise_13,56618,Spell Generation
ULDA_Elise_14,56619,Card Draw
ULDA_Elise_15,56620,Mana
ULDA_Elise_16,56621,Discovery
ULDA_Elise_17,56881,Choose the Outcome
ULDA_Elise_18,56882,Big Spell Damage
ULDA_Elise_19,56883,Auchenai's Touch
ULDA_Elise_20,56884,Life Bringing
ULDA_Elise_22,56886,Removal
ULDA_Elise_23,56887,Plaguebringer
ULDA_Elise_HP1,57000,Elise's Might
ULDA_Elise_HP1a,57003,Defensive Posture
ULDA_Elise_HP1b,57004,Offensive Posture
ULDA_Elise_HP2,57001,Druidic Teaching
ULDA_Elise_HP3,57002,Starseeker
ULDA_Elise_HPe,58561,Elise Hero Power Watcher
ULDA_Elise_PDWatcher,58943,Elise Plague Damage Watcher
ULDA_Explorers,59212,Saviors of Uldum
ULDA_Finley,57581,Sir Finley
ULDA_Finley_01,58092,Feeble Squires
ULDA_Finley_02,58093,Family Tree
ULDA_Finley_03,58094,Small Army
ULDA_Finley_04,58095,Dead or Alive
ULDA_Finley_05,58096,Mighty Champions
ULDA_Finley_06,58097,Legends
ULDA_Finley_07,58098,Protectors
ULDA_Finley_08,58099,Harness the Elements
ULDA_Finley_09,58100,March of the Mechs
ULDA_Finley_10,58101,Divine Shield
ULDA_Finley_11,58102,Healing
ULDA_Finley_12,58103,Sharing Strength
ULDA_Finley_13,58104,Superior Subjugation
ULDA_Finley_14,58105,Noble Weaponry
ULDA_Finley_15,58106,Strike at Thee
ULDA_Finley_16,58107,Big Bad Spells
ULDA_Finley_17,58108,Overloaded
ULDA_Finley_18,58109,Mutual Destruction
ULDA_Finley_19,58110,Draw
ULDA_Finley_20,58111,Discovery
ULDA_Finley_21,58616,Battlecry
ULDA_Finley_22,58617,Transformations
ULDA_Finley_HP1,57649,"New ""Recruits"""
ULDA_Finley_HP1t,57652,Amalgam Explorer
ULDA_Finley_HP2,57650,Bubble Blower
ULDA_Finley_HP3,57651,Power Up!
ULDA_Finley_HP3e,58065,Embiggend
ULDA_Finley_HPe,58562,Finley Hero Power Watcher
ULDA_Finley_PDWatcher,58945,Finley Plague Damage Watcher
ULDA_Reno,57580,Reno Jackson
ULDA_Reno_01,58069,Mighty Minions
ULDA_Reno_02,58070,Deathrattle
ULDA_Reno_03,58071,Battlecries
ULDA_Reno_04,58072,Elements
ULDA_Reno_05,58073,Mechs
ULDA_Reno_06,58074,Pirates
ULDA_Reno_07,58075,Heroically Empowered
ULDA_Reno_08,58076,Summoning Frenzy
ULDA_Reno_09,58077,Old God
ULDA_Reno_10,58078,Big Spells
ULDA_Reno_11,58079,Kingsbane
ULDA_Reno_12,58080,Multiple Enemies
ULDA_Reno_13,58081,Spell Damage
ULDA_Reno_14,58082,Slinging Spells
ULDA_Reno_15,58083,Spell Lovers
ULDA_Reno_16,58084,Shuffle and Draw
ULDA_Reno_17,58085,Spell Searching
ULDA_Reno_18,58086,Discover
ULDA_Reno_19,58087,Honor Among Thieves
ULDA_Reno_20,58088,Secrets
ULDA_Reno_21,58089,Safety Measures
ULDA_Reno_22,58090,Combo
ULDA_Reno_HP1,57646,Amateur Mage
ULDA_Reno_HP2,57647,"""Relicologist"""
ULDA_Reno_HP2e,58063,Relic Power
ULDA_Reno_HP3,57648,Arcane Craftiness
ULDA_Reno_HPe,58560,Reno Hero Power Watcher
ULDA_Reno_PDWatcher,58944,Reno Plague Damage Watcher
ULD_003,53756,Zephrys the Great
ULD_131,53496,Untapped Potential
ULD_131p,53499,Ossirian Tear
ULD_133,53545,Crystal Merchant
ULD_134,53551,BEEEES!!!
ULD_134t,55329,Bee
ULD_135,53576,Hidden Oasis
ULD_135a,53578,Befriend the Ancient
ULD_135at,53577,Vir'naal Ancient
ULD_135b,53579,Drink the Water
ULD_136,53596,Worthy Expedition
ULD_137,53613,Garden Gnome
ULD_137t,54541,Treant
ULD_138,53615,Anubisath Defender
ULD_139,53620,Elise the Enlightened
ULD_140,53739,Supreme Archaeology
ULD_140e,54432,Origination
ULD_140p,53740,Tome of Origination
ULD_143,53827,Pharaoh's Blessing
ULD_143e,53828,Pharaoh's Blessing
ULD_145,53832,Brazen Zealot
ULD_145e,53833,Zeal
ULD_151,53917,Ramkahen Wildtamer
ULD_152,53919,Pressure Plate
ULD_154,53922,Hyena Alpha
ULD_154t,53923,Hyena
ULD_155,53924,Unseal the Vault
ULD_155e,54622,Roar!
ULD_155p,53925,Pharaoh's Warmask
ULD_156,53926,Dinotamer Brann
ULD_156t,55645,Duke
ULD_156t2,56213,Duchess
ULD_156t3,57918,King Krush
ULD_157,53947,Questing Explorer
ULD_158,53967,Sandstorm Elemental
ULD_160,53882,Sinister Deal
ULD_161,53883,Neferset Thrasher
ULD_162,53884,EVIL Recruiter
ULD_162t,54076,EVIL Demon
ULD_163,53885,Expired Merchant
ULD_163e,55235,Expired Goods
ULD_165,53887,Riftcleaver
ULD_167,53889,Diseased Vulture
ULD_168,53890,Dark Pharaoh Tekahn
ULD_168e,54075,Lackey Empowerment
ULD_168e2,56997,Lackey Empowerment
ULD_168e3,56998,Lackey Empowerment
ULD_169,53972,Mogu Fleshshaper
ULD_170,53973,Weaponized Wasp
ULD_171,53978,Totemic Surge
ULD_171e,53980,Big Surge
ULD_172,53985,Plague of Murlocs
ULD_173,53990,Vessina
ULD_173e,55710,Vessina's Devotion
ULD_174,54077,Serpent Egg
ULD_174t,54570,Sea Serpent
ULD_177,54147,Octosari
ULD_178,54148,Siamat
ULD_178a,54149,Siamat's Wind
ULD_178a2,54150,Siamat's Shield
ULD_178a3,54151,Siamat's Heart
ULD_178a4,54152,Siamat's Speed
ULD_179,54153,Phalanx Commander
ULD_179e,54808,Commanded
ULD_180,54154,Sunstruck Henchman
ULD_181,54160,Earthquake
ULD_182,54256,Spitting Camel
ULD_183,54257,Anubisath Warbringer
ULD_183e,54258,Anubisath Power
ULD_184,54259,Kobold Sandtrooper
ULD_185,54260,Temple Berserker
ULD_185e,54811,Enraged
ULD_186,54261,Pharaoh Cat
ULD_188,54264,Golden Scarab
ULD_189,54265,Faceless Lurker
ULD_189e,54266,Bravery
ULD_190,54267,Pit Crocolisk
ULD_191,54269,Beaming Sidekick
ULD_191e,54268,Assisting!
ULD_193,54272,Living Monument
ULD_194,54273,Wasteland Scorpid
ULD_195,54274,Frightened Flunky
ULD_196,54276,Neferset Ritualist
ULD_197,54278,Quicksand Elemental
ULD_197e,54279,Stuck!
ULD_198,54280,Conjured Mirage
ULD_205,53402,Candletaker
ULD_206,53407,Restless Mummy
ULD_207,53408,Ancestral Guardian
ULD_208,53409,Khartut Defender
ULD_209,53413,Vulpera Scoundrel
ULD_209t,53412,Mystery Choice!
ULD_212,53435,Wild Bloodstinger
ULD_214,53438,Generous Mummy
ULD_214e,54809,Charity
ULD_215,53439,Wrapped Golem
ULD_215t,54494,Scarab
ULD_216,53442,Puzzle Box of Yogg-Saron
ULD_217,53445,Micro Mummy
ULD_217e,54810,Microwrapped
ULD_229,53582,Mischief Maker
ULD_231,53627,Whirlkick Master
ULD_236,53771,Tortollan Pilgrim
ULD_238,53778,Reno the Relicologist
ULD_239,53823,Flame Ward
ULD_240,53822,Arcane Flakmage
ULD_250,53788,Infested Goblin
ULD_253,53791,Tomb Warden
ULD_256,53796,Into the Fray
ULD_256e,54490,Frayed
ULD_258,53800,Armagedillo
ULD_258e,53801,Tough
ULD_262,53929,High Priest Amet
ULD_262e,55242,Amet's Blessing
ULD_265,53932,Embalming Ritual
ULD_266,53933,Grandmummy
ULD_266e,54003,Grandmummy's Blessing
ULD_268,53935,Psychopomp
ULD_269,53942,Wretched Reclaimer
ULD_270,53969,Sandhoof Waterbearer
ULD_271,53970,Injured Tol'vir
ULD_272,53971,Holy Ripple
ULD_273,53979,Overflow
ULD_274,54000,Wasteland Assassin
ULD_275,54002,Bone Wraith
ULD_276,54009,EVIL Totem
ULD_280,54011,Sahket Sapper
ULD_282,54013,Jar Dealer
ULD_285,54015,Hooked Scimitar
ULD_285e,54028,Polished
ULD_286,54016,Shadow of Death
ULD_286t,54017,Shadow
ULD_288,54020,"Anka, the Buried"
ULD_288e,55631,Buried
ULD_289,54191,Fishflinger
ULD_290,54204,History Buff
ULD_290e,54731,Erudite
ULD_291,54369,Corrupt the Waters
ULD_291p,54370,Heart of Vir'naal
